,gdp_growth_yoy_lag_6,UNRATE_lag_3,unemployment_change,DGS10,yield_curve_slope,inflation_yoy,gdp_growth_yoy_lag_3,fed_funds_momentum,real_fed_funds,CPIAUCSL,gdp_growth_yoy,employment_growth_yoy,gdp_growth_yoy_lag_1,employment_growth_yoy_lag_3
1965-07-01,3.7222320965390354,4.8,-0.5,4.2,0.1100000000000003,1.8052869116698789,4.714054829998915,0.0,2.284713088330121,31.58,4.393067610303847,4.370677258097655,1.7276640800234055,4.0347363696005
1965-08-01,2.935672195939021,4.6,-0.5999999999999996,4.24,0.1200000000000001,1.6103059581320522,1.7276640800234055,0.0200000000000004,2.509694041867948,31.55,2.620136375277138,4.450775345877611,4.393067610303847,4.135034171702046
1965-09-01,2.935672195939021,4.6,-0.7999999999999998,4.28,0.2600000000000007,1.737451737451745,1.7276640800234055,-0.0300000000000002,2.2825482625482545,31.62,2.620136375277138,4.391966453321561,2.620136375277138,4.2443188649753605
1965-10-01,4.714054829998915,4.4,-0.8999999999999995,4.36,0.2800000000000002,1.7030848329048665,4.393067610303847,-0.0099999999999997,2.3769151670951336,31.65,5.706178246513582,4.976782950351222,2.620136375277138,4.370677258097655
1965-11-01,1.7276640800234055,4.4,-0.7000000000000002,4.43,0.33,1.7302146747837144,2.620136375277138,-0.0200000000000004,2.3697853252162853,31.75,3.007247875749175,4.691141207065419,5.706178246513582,4.450775345877611
1965-12-01,1.7276640800234055,4.3,-1.0,4.52,0.1999999999999993,1.9200000000000104,2.620136375277138,0.3000000000000007,2.3999999999999897,31.85,3.007247875749175,4.8821123845105285,3.007247875749175,4.391966453321561
1966-01-01,4.393067610303847,4.2,-0.9000000000000004,4.605,0.1850000000000005,1.9181585677749304,5.706178246513582,0.3399999999999998,2.5018414322250697,31.88,6.193724201712758,4.946124668524043,3.007247875749175,4.976782950351222
1966-02-01,2.620136375277138,4.1,-1.2999999999999998,4.69,0.0900000000000007,2.557544757033248,3.007247875749175,0.5,2.042455242966752,32.08,3.093448656940345,5.010033444816053,6.193724201712758,4.691141207065419
1966-03-01,2.620136375277138,4.0,-0.9000000000000004,5.01,0.3499999999999996,2.778664963270528,3.007247875749175,0.3399999999999998,1.8813350367294728,32.18,3.093448656940345,5.314734263286836,3.093448656940345,4.8821123845105285
1966-04-01,5.706178246513582,4.0,-1.0,4.7,0.0300000000000002,2.8680688336520044,6.193724201712758,0.25,1.8019311663479955,32.28,4.291468497403028,5.273900994042391,3.093448656940345,4.946124668524043
1966-05-01,3.007247875749175,3.8,-0.6999999999999997,4.745,-0.1550000000000002,2.763659466327839,3.093448656940345,0.3000000000000007,2.1363405336721613,32.35,1.16207174759404,5.324759055066042,4.291468497403028,5.010033444816053
1966-06-01,3.007247875749175,3.8,-0.7999999999999998,4.79,-0.3799999999999999,2.4359379943056148,3.093448656940345,0.5099999999999998,2.734062005694385,32.38,1.16207174759404,5.636842972483103,1.16207174759404,5.314734263286836
1966-07-01,6.193724201712758,3.8,-0.6000000000000005,4.99,-0.3099999999999996,2.754908169727699,4.291468497403028,0.6299999999999999,2.545091830272301,32.45,3.004018930949281,5.471992126630032,1.16207174759404,5.273900994042391
1966-08-01,3.093448656940345,3.9,-0.6000000000000005,5.05,-0.4800000000000004,3.4865293185419866,1.16207174759404,0.6299999999999999,2.0434706814580137,32.65,1.8207883167428829,5.355392957470428,3.004018930949281,5.324759055066042
1966-09-01,3.093448656940345,3.8,-0.5999999999999996,5.3,-0.1000000000000005,3.5736875395319334,1.16207174759404,0.2300000000000004,1.826312460468067,32.75,1.8207883167428829,5.1276630346397845,1.8207883167428829,5.636842972483103
1966-10-01,4.291468497403028,3.8,-0.5,5.145,-0.3850000000000007,3.791469194312813,3.004018930949281,0.2300000000000004,1.738530805687187,32.85,3.518219684688217,5.079473095805187,1.8207883167428829,5.471992126630032
1966-11-01,1.16207174759404,3.8,-0.4999999999999995,4.99,-0.7699999999999996,3.5590551181102548,1.8207883167428829,0.2299999999999995,2.200944881889745,32.88,1.6670774171036573,4.876121040067094,3.518219684688217,5.355392957470428
1966-12-01,1.16207174759404,3.7,-0.2000000000000001,5.09,-0.3100000000000005,3.3594976452119285,1.8207883167428829,0.0,2.040502354788072,32.92,1.6670774171036573,4.61634735727352,1.6670774171036573,5.1276630346397845
1967-01-01,3.004018930949281,3.7,-0.1,4.805,-0.1350000000000006,3.19949811794229,3.518219684688217,-0.5899999999999999,1.7405018820577105,32.9,2.993028629712136,4.6026643637352205,1.6670774171036573,5.079473095805187
1967-02-01,1.8207883167428829,3.6,0.0,4.52,-0.4800000000000004,2.8678304239401653,1.6670774171036573,-0.7599999999999998,2.1321695760598347,33.0,1.3042090382598293,4.192942225619456,2.993028629712136,4.876121040067094
1967-03-01,1.8207883167428829,3.8,0.0,4.66,0.1299999999999999,2.5481665630826544,1.6670774171036573,-0.8700000000000001,1.9818334369173456,33.0,1.3042090382598293,3.699835422205333,1.3042090382598293,4.61634735727352
1967-04-01,3.518219684688217,3.9,0.0,4.715,0.665,2.5402726146220638,2.993028629712136,-0.8900000000000006,1.5097273853779365,33.1,1.881790755332391,3.198448854769298,1.3042090382598293,4.6026643637352205
1967-05-01,1.6670774171036573,3.8,-0.1,4.77,0.8299999999999996,2.3183925811437467,1.3042090382598293,-1.06,1.6216074188562533,33.1,0.57014582370849,2.994726268206937,1.881790755332391,4.192942225619456
1967-06-01,1.6670774171036573,3.8,0.1,4.81,0.8299999999999996,2.841260037059889,1.3042090382598293,-0.5500000000000003,1.1387399629401105,33.3,0.57014582370849,2.556503564130952,0.57014582370849,3.699835422205333
1967-07-01,2.993028629712136,3.8,0.0,4.994999999999999,1.2049999999999992,2.9275808936825687,1.881790755332391,-0.2599999999999998,0.8624191063174313,33.4,2.495113543480576,2.46807981213355,0.57014582370849,3.198448854769298
1967-08-01,1.3042090382598293,3.8,0.0,5.18,1.2799999999999998,2.6033690658499253,0.57014582370849,-0.04,1.2966309341500746,33.5,1.914054816174171,2.5361588664795987,2.495113543480576,2.994726268206937
1967-09-01,1.3042090382598293,3.9,0.0999999999999996,5.25,1.2599999999999998,2.595419847328251,0.57014582370849,0.0100000000000002,1.3945801526717494,33.6,1.914054816174171,2.352922976965788,1.914054816174171,2.556503564130952
1967-10-01,1.881790755332391,3.8,0.2999999999999998,5.475,1.5949999999999998,2.587519025875196,2.495113543480576,0.0899999999999998,1.2924809741248042,33.7,3.822926960846096,2.11397909149782,1.914054816174171,2.46807981213355
1967-11-01,0.57014582370849,3.8,0.2999999999999998,5.7,1.5700000000000005,3.10218978102188,1.914054816174171,0.2299999999999999,1.0278102189781195,33.9,1.8730214866978123,2.590012150294529,3.822926960846096,2.5361588664795987
1967-12-01,0.57014582370849,3.8,0.0,5.78,1.2700000000000005,3.280680437424044,1.914054816174171,0.5199999999999996,1.229319562575956,34.0,1.8730214866978123,2.608935719872996,1.8730214866978123,2.352922976965788
1968-01-01,2.495113543480576,4.0,-0.1999999999999997,5.68,1.0699999999999994,3.647416413373872,3.822926960846096,0.7300000000000004,0.9625835866261284,34.1,5.10313406908891,2.135857018361942,1.8730214866978123,2.11397909149782
1968-02-01,1.914054816174171,3.9,0.0,5.58,0.8700000000000001,3.6363636363636376,1.8730214866978123,0.5800000000000001,1.0736363636363624,34.2,3.1707242361638244,2.7296764431673948,5.10313406908891,2.590012150294529
1968-03-01,1.914054816174171,3.8,-0.0999999999999996,5.56,0.5099999999999998,3.939393939393932,1.8730214866978123,0.54,1.1106060606060684,34.3,3.1707242361638244,2.693422859758887,3.1707242361638244,2.608935719872996
1968-04-01,3.822926960846096,3.7,-0.2999999999999998,5.64,-0.1200000000000001,3.92749244712991,5.10313406908891,1.1499999999999997,1.8325075528700896,34.4,6.002116992781126,3.192496868603545,3.1707242361638244,2.135857018361942
1968-05-01,1.8730214866978123,3.8,-0.2999999999999998,5.73,-0.3899999999999997,4.229607250755274,3.1707242361638244,1.41,1.890392749244726,34.5,2.7443761566857905,3.096616885096015,6.002116992781126,2.7296764431673948
1968-06-01,1.8730214866978123,3.7,-0.1999999999999997,5.675000000000001,-0.3949999999999996,4.2042042042042205,3.1707242361638244,1.0200000000000005,1.86579579579578,34.7,2.7443761566857905,3.2775665399239484,2.7443761566857905,2.693422859758887
1968-07-01,5.10313406908891,3.5,-0.0999999999999996,5.62,-0.4100000000000001,4.491017964071853,6.002116992781126,0.2700000000000004,1.5389820359281474,34.9,4.556695884150552,3.396673142302098,2.7443761566857905,3.192496868603545
1968-08-01,3.1707242361638244,3.5,-0.2999999999999998,5.38,-0.6500000000000004,4.477611940298498,2.7443761566857905,-0.0899999999999998,1.552388059701502,35.0,1.763911364550963,3.306472340232536,4.556695884150552,3.096616885096015
1968-09-01,3.1707242361638244,3.7,-0.3999999999999999,5.4350000000000005,-0.3449999999999997,4.464285714285721,2.7443761566857905,-0.29,1.3157142857142796,35.1,1.763911364550963,3.506438546641677,1.763911364550963,3.2775665399239484
1968-10-01,6.002116992781126,3.7,-0.6000000000000001,5.49,-0.4199999999999999,4.7477744807121525,4.556695884150552,-0.1200000000000001,1.1622255192878477,35.3,3.60531024975812,3.768969422423552,1.763911364550963,3.396673142302098
1968-11-01,2.7443761566857905,3.5,-0.5,5.61,-0.2099999999999999,4.424778761061954,1.763911364550963,-0.2099999999999999,1.3952212389380465,35.4,1.8094812399757965,3.419636298217465,3.60531024975812,3.306472340232536
1968-12-01,2.7443761566857905,3.4,-0.3999999999999999,5.738,-0.2819999999999991,4.705882352941182,1.763911364550963,0.2399999999999993,1.3141176470588176,35.6,1.8094812399757965,3.5097159940209237,1.8094812399757965,3.506438546641677
1969-01-01,4.556695884150552,3.4,-0.3000000000000002,5.8660000000000005,-0.4339999999999993,4.692082111436946,3.60531024975812,0.3899999999999997,1.6079178885630538,35.7,4.471064601793184,3.944374588347999,1.8094812399757965,3.768969422423552
1969-02-01,1.763911364550963,3.4,-0.3999999999999999,5.994,-0.6160000000000005,4.678362573099393,1.8094812399757965,0.79,1.931637426900608,35.8,2.6142784831048704,3.69560365989734,4.471064601793184,3.419636298217465
1969-03-01,1.763911364550963,3.4,-0.3000000000000002,6.122,-0.6680000000000001,5.247813411078739,1.8094812399757965,0.7700000000000005,1.5421865889212611,36.1,2.6142784831048704,3.8784456497511055,2.6142784831048704,3.5097159940209237
1969-04-01,3.60531024975812,3.4,-0.1,6.25,-1.16,5.523255813953476,4.471064601793184,1.1100000000000003,1.886744186046524,36.3,4.234372901666261,3.724317603173666,2.6142784831048704,3.944374588347999
1969-05-01,1.8094812399757965,3.4,-0.1,6.25,-2.42,5.507246376811592,2.6142784831048704,2.06,3.162753623188408,36.4,1.5788196754978443,3.955537160763911,4.234372901666261,3.69560365989734
1969-06-01,1.8094812399757965,3.4,-0.2000000000000001,6.5,-2.4000000000000004,5.475504322766556,2.6142784831048704,2.1100000000000003,3.4244956772334447,36.6,1.5788196754978443,4.021795154995944,1.5788196754978443,3.8784456497511055
1969-07-01,4.471064601793184,3.4,-0.2000000000000001,6.75,-1.8599999999999997,5.4441260744985565,4.234372901666261,1.1999999999999993,3.165873925501443,36.8,3.686462902318133,3.820861345154558,1.5788196754978443,3.724317603173666
1969-08-01,2.6142784831048704,3.4,0.0,6.66,-2.53,5.428571428571427,1.5788196754978443,0.5199999999999996,3.761428571428573,36.9,2.074884541436228,3.9192155714912857,3.686462902318133,3.955537160763911
1969-09-01,2.6142784831048704,3.5,0.3000000000000002,7.09,-2.0600000000000005,5.698005698005693,1.5788196754978443,0.25,3.451994301994308,37.1,2.074884541436228,3.5482740494130027,2.074884541436228,4.021795154995944
1969-10-01,4.234372901666261,3.5,0.3000000000000002,7.52,-1.4800000000000004,5.665722379603411,3.686462902318133,0.3900000000000005,3.3342776203965894,37.3,2.8866623059998764,3.4923822412363137,2.074884541436228,3.820861345154558
1969-11-01,1.5788196754978443,3.5,0.1,7.404999999999999,-1.4450000000000005,5.932203389830515,2.074884541436228,-0.3399999999999998,2.9177966101694848,37.5,0.7952766914314902,3.0470833816537146,2.8866623059998764,3.9192155714912857
1969-12-01,1.5788196754978443,3.7,0.1,7.29,-1.6800000000000006,5.89887640449438,2.074884541436228,-0.1799999999999997,3.071123595505621,37.7,0.7952766914314902,2.878061460258774,0.7952766914314902,3.5482740494130027
1970-01-01,3.686462902318133,3.7,0.5,7.2275,-1.7525000000000004,6.162464985994376,2.8866623059998764,-0.0199999999999995,2.817535014005625,37.9,2.062612383441631,2.5014761157274634,0.7952766914314902,3.4923822412363137
1970-02-01,2.074884541436228,3.5,0.8000000000000003,7.165,-1.8150000000000004,6.424581005586605,0.7952766914314902,0.1300000000000007,2.555418994413396,38.1,1.2573363887773192,2.304193747399541,2.062612383441631,3.0470833816537146
1970-03-01,2.074884541436228,3.5,1.0000000000000004,7.1025,-0.6574999999999998,6.094182825484751,0.7952766914314902,-1.2100000000000009,1.665817174515249,38.3,1.2573363887773192,2.211572848866328,1.2573363887773192,2.878061460258774
1970-04-01,2.8866623059998764,3.9,1.1999999999999995,7.04,-1.0599999999999996,6.060606060606077,2.062612383441631,-0.8800000000000008,2.039393939393922,38.5,2.815400901799081,1.820984130608516,1.2573363887773192,2.5014761157274634
1970-05-01,0.7952766914314902,4.2,1.4,7.85,-0.1000000000000005,6.043956043956045,1.2573363887773192,-1.0300000000000002,1.9060439560439555,38.6,1.5387176560121674,1.1318393811853067,2.815400901799081,2.304193747399541
1970-06-01,0.7952766914314902,4.4,1.4000000000000004,7.84,0.2299999999999995,6.010928961748618,1.2573363887773192,-0.1499999999999994,1.599071038251382,38.8,1.5387176560121674,0.5563735205843967,1.5387176560121674,2.211572848866328
1970-07-01,2.062612383441631,4.6,1.5,7.64,0.4299999999999997,5.706521739130444,2.815400901799081,-0.8899999999999997,1.5034782608695565,38.9,3.316114916286139,0.4580864991728939,1.5387176560121674,1.820984130608516
1970-08-01,1.2573363887773192,4.8,1.5999999999999996,7.555,0.9349999999999996,5.691056910569103,1.5387176560121674,-1.33,0.9289430894308968,39.0,1.7504625834406706,-0.0999887336638138,3.316114916286139,1.1318393811853067
1970-09-01,1.2573363887773192,4.9,1.7000000000000002,7.47,1.1799999999999995,5.660377358490565,1.5387176560121674,-1.3200000000000005,0.6296226415094353,39.2,1.7504625834406706,0.0423047635163653,1.7504625834406706,0.5563735205843967
1970-10-01,2.815400901799081,5.0,1.7999999999999998,7.29,1.09,5.630026809651478,3.316114916286139,-1.0099999999999998,0.5699731903485219,39.4,1.989272748565396,-0.8436326823301088,1.7504625834406706,0.4580864991728939
1970-11-01,1.5387176560121674,5.1,2.4000000000000004,6.885,1.285,5.600000000000005,1.7504625834406706,-1.0200000000000005,-5.3290705182007506e-15,39.6,0.2347017979686061,-0.952367554792788,1.989272748565396,-0.0999887336638138
1970-12-01,1.5387176560121674,5.4,2.6,6.48,1.58,5.570291777188308,1.7504625834406706,-1.3899999999999997,-0.6702917771883072,39.8,0.2347017979686061,-0.6302550497606751,0.2347017979686061,0.0423047635163653
1971-01-01,3.316114916286139,5.5,2.0000000000000004,6.285,2.1450000000000005,5.277044854881274,1.989272748565396,-2.0600000000000005,-1.1370448548812746,39.9,4.520656796730194,-0.4369450376531469,0.2347017979686061,-0.8436326823301088
1971-02-01,1.7504625834406706,5.9,1.7000000000000002,6.09,2.37,4.724409448818889,0.2347017979686061,-1.8799999999999997,-1.004409448818889,39.9,4.275919339192802,-0.6984082462660357,4.520656796730194,-0.952367554792788
1971-03-01,1.7504625834406706,6.1,1.5999999999999996,6.12,2.41,4.438642297650142,0.2347017979686061,-1.1900000000000004,-0.7286422976501417,40.0,4.275919339192802,-0.8271402779527204,4.275919339192802,-0.6302550497606751
1971-04-01,1.989272748565396,5.9,1.3000000000000007,5.58,1.42,4.155844155844157,4.520656796730194,0.0200000000000004,0.0041558441558429,40.1,6.215552338399122,-0.4372932668049611,4.275919339192802,-0.4369450376531469
1971-05-01,0.2347017979686061,5.9,1.1000000000000003,5.970000000000001,1.3400000000000007,4.404145077720201,4.275919339192802,0.9099999999999996,0.2258549222797992,40.3,1.8600967620309383,0.1729374050953191,6.215552338399122,-0.6984082462660357
1971-06-01,0.2347017979686061,6.0,1.0,6.36,1.4500000000000002,4.381443298969079,4.275919339192802,1.2000000000000002,0.5285567010309213,40.5,1.8600967620309383,0.3167720226949555,1.8600967620309383,-0.8271402779527204
1971-07-01,4.520656796730194,5.9,1.0,6.69,1.3800000000000008,4.370179948586128,6.215552338399122,1.1499999999999997,0.9398200514138716,40.6,3.74565257990973,0.3687388287616278,1.8600967620309383,-0.4372932668049611
1971-08-01,4.275919339192802,5.9,1.0,6.455,0.8849999999999998,4.358974358974366,1.8600967620309383,0.9400000000000004,1.2110256410256346,40.7,1.8511231363581797,0.6146298828537899,3.74565257990973,0.1729374050953191
1971-09-01,4.275919339192802,5.9,0.5999999999999996,6.22,0.6699999999999999,4.081632653061207,1.8600967620309383,0.6399999999999997,1.468367346938793,40.8,1.8511231363581797,0.9444068561118568,1.8511231363581797,0.3167720226949555
1971-10-01,6.215552338399122,6.0,0.2999999999999998,6.0,0.7999999999999998,3.8071065989847774,3.74565257990973,-0.1099999999999994,1.3928934010152227,40.9,2.9427357427454397,1.58959742488054,1.8511231363581797,0.3687388287616278
1971-11-01,1.8600967620309383,6.1,0.0999999999999996,5.8,0.8899999999999997,3.535353535353525,1.8511231363581797,-0.6600000000000001,1.374646464646475,41.0,1.0717727726240245,2.04235254015821,2.9427357427454397,0.6146298828537899
1971-12-01,1.8600967620309383,6.0,-0.0999999999999996,5.92,1.7800000000000002,3.266331658291466,1.8511231363581797,-1.41,0.8736683417085338,41.1,1.0717727726240245,1.8603797039213443,1.0717727726240245,0.9444068561118568
1972-01-01,3.74565257990973,5.8,-0.1000000000000005,6.005,2.495,3.2581453634085378,2.9427357427454397,-1.6900000000000004,0.251854636591462,41.2,4.494788460313748,2.223946941367383,1.0717727726240245,1.58959742488054
1972-02-01,1.8511231363581797,6.0,-0.2000000000000001,6.09,2.79,3.759398496240607,1.0717727726240245,-1.6100000000000003,-0.459398496240607,41.4,3.3867177687585404,2.600025421215424,4.494788460313748,2.04235254015821
1972-03-01,1.8511231363581797,6.0,-0.2000000000000001,6.04,2.21,3.499999999999992,1.0717727726240245,-0.3099999999999996,0.330000000000008,41.4,3.3867177687585404,2.94101044312729,3.3867177687585404,1.8603797039213443
1972-04-01,2.9427357427454397,5.8,-0.2000000000000001,6.09,1.92,3.4912718204488824,4.494788460313748,0.6600000000000001,0.6787281795511175,41.5,6.391009974821404,2.9928486964356127,3.3867177687585404,2.223946941367383
1972-05-01,1.0717727726240245,5.7,-0.2000000000000001,6.14,1.87,3.2258064516129226,3.3867177687585404,0.9699999999999998,1.044193548387077,41.6,2.9058783090323503,3.118727806083066,6.391009974821404,2.600025421215424
1972-06-01,1.0717727726240245,5.8,-0.2000000000000001,6.07,1.6100000000000003,2.9629629629629672,3.3867177687585404,0.6299999999999999,1.4970370370370327,41.7,2.9058783090323503,3.514188677126895,2.9058783090323503,2.94101044312729
1972-07-01,4.494788460313748,5.7,-0.4000000000000003,6.105,1.5550000000000006,2.9556650246305383,6.391009974821404,0.3799999999999999,1.5943349753694616,41.8,4.872140541796788,3.3569375306737648,2.9058783090323503,2.9928486964356127
1972-08-01,3.3867177687585404,5.7,-0.5,6.14,1.33,2.9484029484029284,2.9058783090323503,0.54,1.8615970515970712,41.9,1.910738497231068,3.878217253022842,4.872140541796788,3.118727806083066
1972-09-01,3.3867177687585404,5.7,-0.5,6.43,1.5599999999999996,3.1862745098039325,2.9058783090323503,0.4100000000000001,1.6837254901960677,42.1,1.910738497231068,3.7003937777529528,1.910738497231068,3.514188677126895
1972-10-01,6.391009974821404,5.6,-0.2000000000000001,6.41,1.3600000000000003,3.1784841075794823,4.872140541796788,0.5,1.8715158924205173,42.2,4.938134145734785,4.232154322883219,1.910738497231068,3.3569375306737648
1972-11-01,2.9058783090323503,5.6,-0.7000000000000002,6.39,1.33,3.4146341463414664,1.910738497231068,0.25,1.6453658536585332,42.4,2.9706345897846376,4.350912355421932,4.938134145734785,3.878217253022842
1972-12-01,2.9058783090323503,5.5,-0.7999999999999998,6.29,0.96,3.406326034063256,1.910738497231068,0.4599999999999999,1.923673965936744,42.5,2.9706345897846376,4.380867852833914,2.9706345897846376,3.7003937777529528
1973-01-01,4.872140541796788,5.6,-0.8999999999999995,6.445,0.5049999999999999,3.640776699029136,4.938134145734785,0.8900000000000006,2.2992233009708647,42.7,6.735339378226302,4.384257533717095,2.9706345897846376,4.232154322883219
1973-02-01,1.910738497231068,5.3,-0.7000000000000002,6.6,0.0199999999999995,3.864734299516903,2.9706345897846376,1.5200000000000005,2.715265700483097,43.0,3.6560955494151504,4.633300297324072,6.735339378226302,4.350912355421932
1973-03-01,1.910738497231068,5.2,-0.8999999999999995,6.65,-0.4399999999999995,4.830917874396135,2.9706345897846376,1.7599999999999998,2.2590821256038653,43.4,3.6560955494151504,4.578855012064054,3.6560955494151504,4.380867852833914
1973-04-01,4.938134145734785,4.9,-0.7000000000000002,6.6850000000000005,-0.4349999999999996,5.301204819277117,6.735339378226302,1.1799999999999995,1.8187951807228837,43.7,6.394969087308033,4.500970449140263,3.6560955494151504,4.384257533717095
1973-05-01,2.9706345897846376,5.0,-0.7999999999999998,6.72,-1.12,5.528846153846145,3.6560955494151504,1.2599999999999998,2.3111538461538546,43.9,2.6422696353512576,4.3269950591405815,6.394969087308033,4.633300297324072
1973-06-01,2.9706345897846376,4.9,-0.7999999999999998,6.96,-1.5300000000000002,5.995203836930463,3.6560955494151504,1.4000000000000004,2.494796163069537,44.2,2.6422696353512576,4.242251687952492,2.6422696353512576,4.578855012064054
1973-07-01,6.735339378226302,5.0,-0.7999999999999998,7.255,-3.1450000000000005,5.741626794258381,6.394969087308033,3.28,4.658373205741619,44.2,4.09062860710423,4.346823318726334,2.6422696353512576,4.500970449140263
1973-08-01,3.6560955494151504,4.9,-0.7999999999999998,7.55,-2.95,7.398568019093088,2.6422696353512576,2.66,3.101431980906912,45.0,1.4110745766811703,4.082761225233011,4.09062860710423,4.3269950591405815
1973-09-01,3.6560955494151504,4.9,-0.7000000000000002,7.23,-3.549999999999999,7.3634204275534465,2.6422696353512576,2.289999999999999,3.416579572446553,45.2,1.4110745766811703,4.0558009264246575,1.4110745766811703,4.242251687952492
1973-10-01,6.394969087308033,4.8,-1.0,6.91,-3.1,8.056872037914697,4.09062860710423,-0.3900000000000005,1.9531279620853024,45.6,4.413506878555351,3.9277392398960886,1.4110745766811703,4.346823318726334
1973-11-01,2.6422696353512576,4.8,-0.5,6.71,-3.3199999999999994,8.25471698113207,1.4110745766811703,-0.4700000000000006,1.7752830188679294,45.9,2.960655248361399,3.930748402758333,4.413506878555351,4.082761225233011
1973-12-01,2.6422696353512576,4.8,-0.2999999999999998,6.806666666666667,-3.1433333333333326,8.94117647058823,1.4110745766811703,-0.8300000000000001,1.0088235294117691,46.3,2.960655248361399,3.6708827124408714,2.960655248361399,4.0558009264246575
1974-01-01,4.09062860710423,4.6,0.1999999999999993,6.903333333333333,-2.746666666666667,9.601873536299754,4.413506878555351,-0.3599999999999994,0.048126463700246,46.8,4.001219105645126,3.283653146779164,2.960655248361399,3.9277392398960886
1974-02-01,1.4110745766811703,4.8,0.2000000000000001,7.0,-1.9700000000000009,9.999999999999986,2.960655248361399,-1.0599999999999987,-1.0299999999999851,47.3,1.0106422252011749,2.946825584760693,4.001219105645126,3.930748402758333
1974-03-01,1.4110745766811703,4.9,0.1999999999999993,7.08,-2.27,10.138248847926269,2.960655248361399,-0.5999999999999996,-0.7882488479262673,47.8,1.0106422252011749,2.637512453463376,1.0106422252011749,3.6708827124408714
1974-04-01,4.413506878555351,5.1,0.0999999999999996,7.42,-3.09,10.068649885583516,4.001219105645126,0.8599999999999994,0.4413501144164851,48.1,3.6420375685248585,2.5204368582826486,1.0106422252011749,3.283653146779164
1974-05-01,2.960655248361399,5.2,0.1999999999999993,7.62,-3.69,10.70615034168565,1.0106422252011749,2.34,0.6038496583143509,48.6,2.605067431862329,2.4801690846466995,3.6420375685248585,2.946825584760693
1974-06-01,2.960655248361399,5.1,0.5,7.635,-4.295,10.859728506787311,1.0106422252011749,2.58,1.0702714932126869,49.0,2.605067431862329,2.233147346105313,2.605067431862329,2.637512453463376
1974-07-01,4.001219105645126,5.1,0.7000000000000002,7.65,-5.27,11.53846153846152,3.6420375685248585,2.41,1.3815384615384811,49.3,4.614846074560974,2.240193465343965,2.605067431862329,2.5204368582826486
1974-08-01,1.0106422252011749,5.1,0.7000000000000002,7.92,-4.09,10.888888888888882,2.605067431862329,0.6999999999999993,1.1211111111111176,49.9,1.9587518365340892,1.8803130831432704,4.614846074560974,2.4801690846466995
1974-09-01,1.0106422252011749,5.4,1.1000000000000003,7.945,-3.395,11.94690265486724,2.605067431862329,-0.5899999999999999,-0.6069026548672412,50.6,1.9587518365340892,1.7262798281484582,1.9587518365340892,2.233147346105313
1974-10-01,3.6420375685248585,5.5,1.4000000000000004,7.97,-2.0900000000000007,11.842105263157896,4.614846074560974,-2.8599999999999994,-1.7821052631578969,51.0,4.550356326827254,1.3181800610769567,1.9587518365340892,2.240193465343965
1974-11-01,2.605067431862329,5.5,1.7999999999999998,7.8,-1.6499999999999997,12.200435729847502,1.9587518365340892,-2.5600000000000005,-2.750435729847503,51.5,2.5418166107487927,0.4427618069815286,4.550356326827254,1.8803130831432704
1974-12-01,2.605067431862329,5.9,2.3,7.856,-0.6739999999999995,12.095032397408213,1.9587518365340892,-2.8100000000000005,-3.565032397408212,51.9,2.5418166107487927,-0.4857043995335153,2.5418166107487927,1.7262798281484582
1975-01-01,4.614846074560974,6.0,3.0,7.912,0.782,11.752136752136757,4.550356326827254,-2.9300000000000006,-4.622136752136755,52.3,3.59545289629788,-1.033290653008967,2.5418166107487927,1.3181800610769567
1975-02-01,1.9587518365340892,6.6,2.8999999999999995,7.968,1.7279999999999998,11.205073995771686,2.5418166107487927,-3.209999999999999,-4.965073995771686,52.6,1.027518645928338,-1.707260970685209,3.59545289629788,0.4427618069815286
1975-03-01,1.9587518365340892,7.2,3.5,8.024000000000001,2.484000000000001,10.460251046025103,2.5418166107487927,-2.9899999999999998,-4.920251046025103,52.8,1.027518645928338,-2.104832941657297,1.027518645928338,-0.4857043995335153
1975-04-01,4.550356326827254,8.1,3.700000000000001,8.08,2.59,10.187110187110182,3.59545289629788,-1.6399999999999997,-4.697110187110182,53.0,3.261529344324709,-2.4520935929167376,1.027518645928338,-1.033290653008967
1975-05-01,2.5418166107487927,8.1,3.9,8.31,3.0900000000000007,9.259259259259256,1.027518645928338,-1.0200000000000005,-4.039259259259256,53.1,2.211289288640184,-2.4506995633298945,3.261529344324709,-1.707260970685209
1975-06-01,2.5418166107487927,8.6,3.4000000000000004,8.14,2.5900000000000007,9.183673469387754,1.027518645928338,0.0099999999999997,-3.6336734693877535,53.5,2.211289288640184,-2.6499923668006686,2.211289288640184,-2.104832941657297
1975-07-01,3.59545289629788,8.8,3.1,7.97,1.87,9.533468559837743,3.261529344324709,0.6099999999999994,-3.433468559837744,54.0,5.798098651334427,-2.372958950099191,2.211289288640184,-2.4520935929167376
1975-08-01,1.027518645928338,9.0,2.9000000000000004,8.26,2.12,8.617234468937895,2.211289288640184,0.92,-2.477234468937895,54.2,3.5092105653468986,-1.8646891972678328,5.798098651334427,-2.4506995633298945
1975-09-01,1.027518645928338,8.8,2.5,8.365,2.125,7.905138339920947,2.211289288640184,0.6900000000000004,-1.6651383399209472,54.6,3.5092105653468986,-1.758046050120854,3.5092105653468986,-2.6499923668006686
